bresjoID,areal_km2,Shape_STAr,Shape_STLe,centroid_lon,centroid_lat,GLOF,glof_years
23,0.18088408,180884.078552,2373.84473036,7.420844623422600,61.60339029479450,FALSE,
24,0.16975883,169758.828552,2400.31497692,7.398173252949140,61.59325306157190,FALSE,
25,0.0078822,7882.19989014,417.480966429,7.367224482556930,61.576974202406700,FALSE,
26,0.01496032,14960.3244019,656.996439001,7.213234754608570,61.57588216553260,FALSE,
27,0.00630658,6306.58190918,336.522804592,8.534728035047820,61.55987941929020,TRUE,"2017, 2018, 2022, 2023"
28,0.01556495,15564.9535522,530.235791515,8.077760110466520,61.40282249962290,FALSE,
29,0.00525459,5254.58605957,277.772444238,8.14008132644173,61.345350500203500,FALSE,
30,0.00350076,3500.76068115,335.721665687,8.44858270815802,61.52132904572280,FALSE,
31,0.45900455,459004.548462,4435.84892062,7.433432138022590,61.59016885276400,FALSE,
32,0.00180271,1802.71490479,225.877031844,7.419634576027330,61.58262334754820,FALSE,
33,0.02695673,26956.730835,1066.4993552,7.83479487722622,61.62909953279120,FALSE,
34,0.0069062,6906.20227051,479.825530021,7.865563640729010,61.63174748675330,FALSE,
35,0.01971077,19710.765686,948.54775463,7.978326756777520,61.763096894425300,FALSE,
36,0.58948824,589488.238159,5999.47883083,7.737141566546770,61.74551673370080,FALSE,
37,0.01901262,19012.6181641,766.893248107,8.198101947981960,61.76265836031800,FALSE,
38,0.01488293,14882.925293,564.08224987,8.065944601242300,61.807793064402700,FALSE,
39,0.14090093,140900.926819,2220.26954887,8.077628387399050,61.56438724121490,FALSE,
40,0.24597588,245975.875977,3213.9116638,8.08818418716728,61.57667157909540,FALSE,
