id,name,latitude,longitude,country,rgi_id,o1region,o2region,glims_id,anlys_id,subm_id,src_date,cenlon,cenlat,utm_zone,area_km2,primeclass,conn_lvl,surge_type,term_type,glac_name,is_rgi6,termlon,termlat,zmin_m,zmax_m,zmed_m,zmean_m,slope_deg,aspect_deg,aspect_sec,dem_source,lmax_m,glacier_name,distance_to_glacier_m,distance_to_glacier_km,closest_glacier,closest_glacier_lat,closest_glacier_lon
SN47230,ÅKRA UNGDOMSSKOLE,59.2555,5.1963,Norge,RGI2000-v7.0-G-08-03000,08,08-02,G006543E59792N,352269,611,2003-08-09,6.543219,59.7924745,32,0.070242483014029,0,0,0,9,,1,6.543759960204032,59.794236529723555,1412.5426,1502.6229,1463.9044,1461.8536,15.051871,349.57853412628174,1,COPDEM30,420,RGI2000-v7.0-G-08-03000,97178.79256724514,97.17879256724514,RGI2000-v7.0-G-08-03000,59.7924745,6.543219
SN20952,STATFJORD C,61.2847,1.9025,Norge,RGI2000-v7.0-G-08-01833,08,08-02,G005326E61729N,352140,611,2006-09-16,5.326653380361178,61.728995,32,0.02919808048422,0,0,0,9,,1,5.327497046220098,61.729416499696384,767.1568,821.47266,794.871,794.2878,23.765415,37.843884,2,COPDEM30,131,RGI2000-v7.0-G-08-01833,189667.84787649853,189.66784787649854,RGI2000-v7.0-G-08-01833,61.728995,5.326653380361178
SN23670,E16 RYFOSS,61.1375,8.8175,Norge,RGI2000-v7.0-G-08-03402,08,08-03,G008700E61383N,353627,611,2003-08-09,8.699875510223048,61.3822575,32,0.091876472718404,0,0,0,9,,1,8.703433315189674,61.380110801102774,1734.7081,1813.918,1780.2324,1777.8186,11.721949,95.867744,3,COPDEM30,437,RGI2000-v7.0-G-08-03402,28022.254047121547,28.022254047121546,RGI2000-v7.0-G-08-03402,61.3822575,8.699875510223048
SN59450,STADLANDET,62.1467,5.2115,Norge,RGI2000-v7.0-G-08-01844,08,08-02,G005527E61779N,352152,611,2006-09-16,5.529561477615384,61.77943,32,0.103132517942224,0,0,0,9,,1,5.534875705504376,61.77966727817984,932.1259,1085.5103,1013.23303,1013.61664,27.361647,21.510836,1,COPDEM30,687,RGI2000-v7.0-G-08-01844,44320.48533316779,44.32048533316779,RGI2000-v7.0-G-08-01844,61.77943,5.529561477615384
SN55000,LUSTER - ORNES,61.299413,7.313199,Norge,RGI2000-v7.0-G-08-02300,08,08-02,G006957E61367N,352594,611,2006-09-16,6.956472506262894,61.366832,32,0.168216486177854,0,0,0,9,Brattbreen,1,6.963684690903244,61.365534927924664,1321.5046,1535.5625,1448.9939,1445.3964,21.597712,84.97788,3,COPDEM30,696,Brattbreen,20559.779763408715,20.559779763408713,Brattbreen,61.366832,6.956472506262894
SN12590,E6 MJØSBRUA,60.92824,10.67016,Norge,RGI2000-v7.0-G-08-03400,08,08-03,G008718E61395N,353630,611,2003-08-09,8.7160375,61.395489,32,0.106281441393983,0,0,0,9,,1,8.71914099512754,61.39387965778901,1820.2789,1996.8773,1907.2932,1904.9404,26.084538,142.73657,4,COPDEM30,487,RGI2000-v7.0-G-08-03400,117438.97596540218,117.43897596540218,RGI2000-v7.0-G-08-03400,61.395489,8.7160375
SN26640,E134 DARBU,59.7025,9.7773,Norge,RGI2000-v7.0-G-08-03130,08,08-03,G008038E60563N,353310,611,2003-08-09,8.037972559479552,60.5624185,32,0.078350802950167,0,0,0,9,,1,8.040392942147328,60.56382039579256,1661.2982,1743.1566,1694.3219,1697.331,12.820272,88.32107,3,COPDEM30,594,RGI2000-v7.0-G-08-03130,136228.8785054232,136.2288785054232,RGI2000-v7.0-G-08-03130,60.5624185,8.037972559479552
SN67650,FV30 REITSTØA,62.96367,10.87183,Norge,RGI2000-v7.0-G-08-03409,08,08-03,G012218E63005N,1012457,812,2002-08-23,12.218209158660844,63.005493,33,0.072925719656763,0,0,0,9,,0,12.21849077634446,63.00715440006898,1256.3105,1450.2937,1327.3748,1336.4174,29.878586,349.9699296951294,1,COPDEM30,342,RGI2000-v7.0-G-08-03409,68417.18035073351,68.41718035073352,RGI2000-v7.0-G-08-03409,63.005493,12.218209158660844
SN18269,OSLO - HAUGENSTUA,59.9535,10.9035,Norge,RGI2000-v7.0-G-08-03130,08,08-03,G008038E60563N,353310,611,2003-08-09,8.037972559479552,60.5624185,32,0.078350802950167,0,0,0,9,,1,8.040392942147328,60.56382039579256,1661.2982,1743.1566,1694.3219,1697.331,12.820272,88.32107,3,COPDEM30,594,RGI2000-v7.0-G-08-03130,172660.62168616822,172.6606216861682,RGI2000-v7.0-G-08-03130,60.5624185,8.037972559479552
SN68090,TRONDHEIM - GRANÅSEN,63.3757259,10.3123892,Norge,RGI2000-v7.0-G-08-02797,08,08-02,G009362E62897N,353709,611,2003-08-09,9.36228391927781,62.897223,32,0.041432156192091,0,0,0,9,Dukfonna,1,9.364352114973476,62.89741549189002,1223.6891,1324.2269,1271.2538,1272.5911,28.933697,66.51485,2,COPDEM30,220,Dukfonna,71730.25541095143,71.73025541095143,Dukfonna,62.897223,9.36228391927781
SN57790,MYKLEBUSTFJELLET,61.6788,5.2007,Norge,RGI2000-v7.0-G-08-01833,08,08-02,G005326E61729N,352140,611,2006-09-16,5.326653380361178,61.728995,32,0.02919808048422,0,0,0,9,,1,5.327497046220098,61.729416499696384,767.1568,821.47266,794.871,794.2878,23.765415,37.843884,2,COPDEM30,131,RGI2000-v7.0-G-08-01833,8724.932227872772,8.724932227872772,RGI2000-v7.0-G-08-01833,61.728995,5.326653380361178
SN27860,KVELDE,59.2203,9.983,Norge,RGI2000-v7.0-G-08-03090,08,08-03,G007142E59754N,352762,611,2003-08-09,7.142340720834902,59.7540665,32,0.064825985754356,0,0,0,9,,1,7.143595685033784,59.755503916776455,1400.4125,1551.1473,1457.2755,1459.0273,23.19011,51.510685,2,COPDEM30,413,RGI2000-v7.0-G-08-03090,171785.11841012005,171.78511841012005,RGI2000-v7.0-G-08-03090,59.7540665,7.142340720834902
SN99895,KVADEHUKEN II,78.9633,11.3475,Svalbard og Jan Mayen,RGI2000-v7.0-G-07-00276,07,07-01,G011538E78919N,103551,563,2008-07-23,11.540369137113224,78.9186355,33,0.529441366738876,0,0,0,9,Kjærfjellbreen,1,11.532629846111165,78.92349266238274,176.6032,535.78546,295.5477,314.06976,20.415455,21.059387,1,COPDEM30,1227,Kjærfjellbreen,6474.007463174104,6.474007463174104,Kjærfjellbreen,78.9186355,11.540369137113224
SN233100,HUNGE,62.7513888888889,15.0877777777778,Sverige,RGI2000-v7.0-G-08-03410,08,08-03,G012439E62912N,1012458,812,2002-08-23,12.439422059898478,62.9123245,33,0.480973812907736,0,0,0,9,Helagsglaciaeren,0,12.43646693000619,62.91066739227106,1347.2217,1634.9697,1491.0886,1493.1182,25.445248,278.76747131347656,7,COPDEM30,757,Helagsglaciaeren,136102.34442583623,136.10234442583624,Helagsglaciaeren,62.9123245,12.439422059898478
SN61065,E136 TRESFJORDBRUA,62.6112,7.1135,Norge,RGI2000-v7.0-G-08-02765,08,08-02,G007237E62490N,352836,611,2006-09-16,7.236558709163348,62.4903245,32,0.021189679676478,0,0,0,9,,1,7.237352558080528,62.490932195124856,1124.8429,1269.0957,1165.9406,1179.9889,29.683556,49.952793,2,COPDEM30,238,RGI2000-v7.0-G-08-02765,14909.168676879914,14.909168676879913,RGI2000-v7.0-G-08-02765,62.4903245,7.236558709163348
SN27600,SANDEFJORD,59.132,10.2147,Norge,RGI2000-v7.0-G-08-03090,08,08-03,G007142E59754N,352762,611,2003-08-09,7.142340720834902,59.7540665,32,0.064825985754356,0,0,0,9,,1,7.143595685033784,59.755503916776455,1400.4125,1551.1473,1457.2755,1459.0273,23.19011,51.510685,2,COPDEM30,413,RGI2000-v7.0-G-08-03090,187783.2776050357,187.7832776050357,RGI2000-v7.0-G-08-03090,59.7540665,7.142340720834902
SN18700,OSLO - BLINDERN,59.9423,10.72,Norge,RGI2000-v7.0-G-08-03130,08,08-03,G008038E60563N,353310,611,2003-08-09,8.037972559479552,60.5624185,32,0.078350802950167,0,0,0,9,,1,8.040392942147328,60.56382039579256,1661.2982,1743.1566,1694.3219,1697.331,12.820272,88.32107,3,COPDEM30,594,RGI2000-v7.0-G-08-03130,163915.43971908555,163.91543971908555,RGI2000-v7.0-G-08-03130,60.5624185,8.037972559479552
SN87110,ANDØYA,69.3073,16.1312,Norge,RGI2000-v7.0-G-08-01168,08,08-01,G017398E69305N,354570,611,2001-08-20,17.39859070260223,69.3058055,33,0.158488313133402,0,0,0,9,,1,17.399969049376164,69.30793694153644,651.9428,833.6659,749.7209,748.90436,26.88754,47.954033,2,COPDEM30,655,RGI2000-v7.0-G-08-01168,49984.1625391834,49.9841625391834,RGI2000-v7.0-G-08-01168,69.3058055,17.39859070260223
SN27295,FV307 GRAVDAL,59.30367,10.1975,Norge,RGI2000-v7.0-G-08-03090,08,08-03,G007142E59754N,352762,611,2003-08-09,7.142340720834902,59.7540665,32,0.064825985754356,0,0,0,9,,1,7.143595685033784,59.755503916776455,1400.4125,1551.1473,1457.2755,1459.0273,23.19011,51.510685,2,COPDEM30,413,RGI2000-v7.0-G-08-03090,180225.32294592581,180.22532294592583,RGI2000-v7.0-G-08-03090,59.7540665,7.142340720834902
SN40905,RV9 BJÅEN,59.64067,7.45533,Norge,RGI2000-v7.0-G-08-03090,08,08-03,G007142E59754N,352762,611,2003-08-09,7.142340720834902,59.7540665,32,0.064825985754356,0,0,0,9,,1,7.143595685033784,59.755503916776455,1400.4125,1551.1473,1457.2755,1459.0273,23.19011,51.510685,2,COPDEM30,413,RGI2000-v7.0-G-08-03090,21725.300777353932,21.725300777353933,RGI2000-v7.0-G-08-03090,59.7540665,7.142340720834902
SN40250,VALLE,59.1971158,7.5273388,Norge,RGI2000-v7.0-G-08-03047,08,08-02,G006856E59527N,352487,611,2003-08-09,6.856760490326986,59.526589,32,0.050550452403332,0,0,0,9,,1,6.855947098715404,59.527840948860856,1339.1227,1444.9357,1389.3593,1388.442,24.834578,7.7144423,1,COPDEM30,324,RGI2000-v7.0-G-08-03047,53035.60831578846,53.03560831578846,RGI2000-v7.0-G-08-03047,59.526589,6.856760490326986
SN224720,FORSE,63.1466,17.0262,Sverige,RGI2000-v7.0-G-08-03410,08,08-03,G012439E62912N,1012458,812,2002-08-23,12.439422059898478,62.9123245,33,0.480973812907736,0,0,0,9,Helagsglaciaeren,0,12.43646693000619,62.91066739227106,1347.2217,1634.9697,1491.0886,1493.1182,25.445248,278.76747131347656,7,COPDEM30,757,Helagsglaciaeren,233523.4719772521,233.52347197725211,Helagsglaciaeren,62.9123245,12.439422059898478
SN43220,FV44 SÆLEBØ,58.37983,6.19367,Norge,RGI2000-v7.0-G-08-03047,08,08-02,G006856E59527N,352487,611,2003-08-09,6.856760490326986,59.526589,32,0.050550452403332,0,0,0,9,,1,6.855947098715404,59.527840948860856,1339.1227,1444.9357,1389.3593,1388.442,24.834578,7.7144423,1,COPDEM30,324,RGI2000-v7.0-G-08-03047,133654.28510038633,133.65428510038635,RGI2000-v7.0-G-08-03047,59.526589,6.856760490326986
SN19660,E16 SKUI,59.9475,10.3855,Norge,RGI2000-v7.0-G-08-03130,08,08-03,G008038E60563N,353310,611,2003-08-09,8.037972559479552,60.5624185,32,0.078350802950167,0,0,0,9,,1,8.040392942147328,60.56382039579256,1661.2982,1743.1566,1694.3219,1697.331,12.820272,88.32107,3,COPDEM30,594,RGI2000-v7.0-G-08-03130,147049.03834370198,147.04903834370197,RGI2000-v7.0-G-08-03130,60.5624185,8.037972559479552
SN18260,OSLO - HØYBRÅTEN,59.9468,10.9257,Norge,RGI2000-v7.0-G-08-03130,08,08-03,G008038E60563N,353310,611,2003-08-09,8.037972559479552,60.5624185,32,0.078350802950167,0,0,0,9,,1,8.040392942147328,60.56382039579256,1661.2982,1743.1566,1694.3219,1697.331,12.820272,88.32107,3,COPDEM30,594,RGI2000-v7.0-G-08-03130,174099.27701024342,174.0992770102434,RGI2000-v7.0-G-08-03130,60.5624185,8.037972559479552
SN49240,RV13 LÅTEFOSS,59.94867,6.58317,Norge,RGI2000-v7.0-G-08-03001,08,08-02,G006410E59983N,352222,611,2002-09-13,6.419449710675756,59.976398,32,7.614004349328922,0,0,0,9,Sauanutbreen,1,6.423976046669226,59.96523710785762,986.204,1589.2804,1373.4099,1371.2712,10.257523,124.52945,4,COPDEM30,4035,Sauanutbreen,9676.248986559041,9.676248986559042,Sauanutbreen,59.976398,6.419449710675756
SN77295,SVENNINGDAL,65.4347,13.396,Norge,RGI2000-v7.0-G-08-00032,08,08-01,G013464E65399N,353749,611,1999-09-07,13.45916860490196,65.3992045,33,0.133169363797393,0,0,0,9,,1,13.453339812909674,65.40052972122183,915.5446,1080.0691,1014.7256,1010.0182,28.878479,358.43806624412537,1,COPDEM30,507,RGI2000-v7.0-G-08-00032,4924.684407270893,4.924684407270893,RGI2000-v7.0-G-08-00032,65.3992045,13.45916860490196
SN5350,NORD-ODAL,60.3882026,11.5590577,Norge,RGI2000-v7.0-G-08-03402,08,08-03,G008700E61383N,353627,611,2003-08-09,8.699875510223048,61.3822575,32,0.091876472718404,0,0,0,9,,1,8.703433315189674,61.380110801102774,1734.7081,1813.918,1780.2324,1777.8186,11.721949,95.867744,3,COPDEM30,437,RGI2000-v7.0-G-08-03402,190784.31154402916,190.78431154402915,RGI2000-v7.0-G-08-03402,61.3822575,8.699875510223048
SN52990,ORTNEVIK,61.1095,6.134,Norge,RGI2000-v7.0-G-08-02274,08,08-02,G006403E61242N,352218,611,2006-09-16,6.404467448594086,61.2413185,32,0.149556331806684,0,0,0,9,Langedalsbreen,1,6.404266830680698,61.24438699705462,1300.5431,1395.1249,1354.7979,1354.4135,13.228242,81.56203,3,COPDEM30,723,Langedalsbreen,20725.046723376032,20.725046723376032,Langedalsbreen,61.2413185,6.404467448594086
SN76963,KRISTINFELTET,64.994,6.5513,Norge,RGI2000-v7.0-G-08-02803,08,08-02,G008900E62866N,353662,611,2006-09-16,8.899970996750232,62.865611,32,0.013510285400764,0,0,0,9,,1,8.901149274158914,62.86580625255791,1207.4165,1322.1158,1241.7031,1246.9524,37.922504,58.307068,2,COPDEM30,135,RGI2000-v7.0-G-08-02803,264017.3346752447,264.0173346752447,RGI2000-v7.0-G-08-02803,62.865611,8.899970996750232
SN92170,OKSFJORD,69.888,21.437,Norge,RGI2000-v7.0-G-08-01483,08,08-01,G021495E69921N,355207,611,2001-08-20,21.495984431960053,69.92104,34,0.064752671630552,0,0,0,9,,1,21.49496427157223,69.92295555551837,752.26324,947.8576,801.8443,814.60425,25.941422,28.108679,2,COPDEM30,441,RGI2000-v7.0-G-08-01483,4326.583447304265,4.326583447304265,RGI2000-v7.0-G-08-01483,69.92104,21.495984431960053
SN80740,REIPÅ,66.9035,13.646,Norge,RGI2000-v7.0-G-08-00351,08,08-01,G013909E66859N,353909,611,1999-09-07,13.9090745,66.859172,33,0.303524400003833,0,0,0,9,,1,13.915277672453344,66.8612334993781,694.108,981.6593,814.24945,812.8393,24.174417,23.531042,2,COPDEM30,752,RGI2000-v7.0-G-08-00351,12541.568682088657,12.541568682088657,RGI2000-v7.0-G-08-00351,66.859172,13.9090745
SN90295,SESSØYA,69.75,18.25,Norge,RGI2000-v7.0-G-08-01180,08,08-01,G018418E69729N,354790,611,2001-08-20,18.420198260278013,69.72851,34,0.027425281347678,0,0,0,9,,1,18.42074118167999,69.7293800717454,555.1936,698.5292,597.90216,603.69257,40.0689,19.38122,1,COPDEM30,328,RGI2000-v7.0-G-08-01180,7002.142307630084,7.002142307630084,RGI2000-v7.0-G-08-01180,69.72851,18.420198260278013
SN226900,SKAGSUDDE,63.1886111111111,19.0205555555556,Sverige,RGI2000-v7.0-G-08-01784,08,08-01,G014159E65146N,353986,611,1999-09-07,14.162136715804975,65.1458365,33,0.172865788290945,0,0,0,9,,1,14.160826545669826,65.14671017933068,1125.6493,1293.5619,1182.812,1188.4396,29.87429,3.3169723,1,COPDEM30,267,RGI2000-v7.0-G-08-01784,321393.43211557885,321.39343211557883,RGI2000-v7.0-G-08-01784,65.1458365,14.162136715804975
SN490381002,300 KV SAUDA – BLÅFALLI-2,59.66898,6.40633,Norge,RGI2000-v7.0-G-08-03000,08,08-02,G006543E59792N,352269,611,2003-08-09,6.543219,59.7924745,32,0.070242483014029,0,0,0,9,,1,6.543759960204032,59.794236529723555,1412.5426,1502.6229,1463.9044,1461.8536,15.051871,349.57853412628174,1,COPDEM30,420,RGI2000-v7.0-G-08-03000,15804.53222822874,15.804532228228739,RGI2000-v7.0-G-08-03000,59.7924745,6.543219
SN27564,SANDEFJORD - MOSSERØD,59.1505,10.2025,Norge,RGI2000-v7.0-G-08-03090,08,08-03,G007142E59754N,352762,611,2003-08-09,7.142340720834902,59.7540665,32,0.064825985754356,0,0,0,9,,1,7.143595685033784,59.755503916776455,1400.4125,1551.1473,1457.2755,1459.0273,23.19011,51.510685,2,COPDEM30,413,RGI2000-v7.0-G-08-03090,186341.1776685391,186.3411776685391,RGI2000-v7.0-G-08-03090,59.7540665,7.142340720834902
SN241300,BRATTMON,60.7569444444444,12.772131147541,Sverige,RGI2000-v7.0-G-08-03400,08,08-03,G008718E61395N,353630,611,2003-08-09,8.7160375,61.395489,32,0.106281441393983,0,0,0,9,,1,8.71914099512754,61.39387965778901,1820.2789,1996.8773,1907.2932,1904.9404,26.084538,142.73657,4,COPDEM30,487,RGI2000-v7.0-G-08-03400,230231.60511937906,230.23160511937905,RGI2000-v7.0-G-08-03400,61.395489,8.7160375
SN1070,HVALER - BREKKE,59.0418843,11.0321464,Norge,RGI2000-v7.0-G-08-03090,08,08-03,G007142E59754N,352762,611,2003-08-09,7.142340720834902,59.7540665,32,0.064825985754356,0,0,0,9,,1,7.143595685033784,59.755503916776455,1400.4125,1551.1473,1457.2755,1459.0273,23.19011,51.510685,2,COPDEM30,413,RGI2000-v7.0-G-08-03090,234989.18343135042,234.98918343135043,RGI2000-v7.0-G-08-03090,59.7540665,7.142340720834902
SN71230,FV755 MELTINGEN,63.7905,10.73033,Norge,RGI2000-v7.0-G-08-03409,08,08-03,G012218E63005N,1012457,812,2002-08-23,12.218209158660844,63.005493,33,0.072925719656763,0,0,0,9,,0,12.21849077634446,63.00715440006898,1256.3105,1450.2937,1327.3748,1336.4174,29.878586,349.9699296951294,1,COPDEM30,342,RGI2000-v7.0-G-08-03409,114827.59275470758,114.82759275470758,RGI2000-v7.0-G-08-03409,63.005493,12.218209158660844
SN26990,SANDE - GALLEBERG,59.6193334,10.2150378,Norge,RGI2000-v7.0-G-08-03130,08,08-03,G008038E60563N,353310,611,2003-08-09,8.037972559479552,60.5624185,32,0.078350802950167,0,0,0,9,,1,8.040392942147328,60.56382039579256,1661.2982,1743.1566,1694.3219,1697.331,12.820272,88.32107,3,COPDEM30,594,RGI2000-v7.0-G-08-03130,160496.3339657202,160.4963339657202,RGI2000-v7.0-G-08-03130,60.5624185,8.037972559479552
SN255700,HORN,57.8863888888889,15.8655555555556,Sverige,RGI2000-v7.0-G-08-03130,08,08-03,G008038E60563N,353310,611,2003-08-09,8.037972559479552,60.5624185,32,0.078350802950167,0,0,0,9,,1,8.040392942147328,60.56382039579256,1661.2982,1743.1566,1694.3219,1697.331,12.820272,88.32107,3,COPDEM30,594,RGI2000-v7.0-G-08-03130,536787.7787131359,536.7877787131358,RGI2000-v7.0-G-08-03130,60.5624185,8.037972559479552
SN8840,BARKALD,61.992005,10.886351,Norge,RGI2000-v7.0-G-08-02649,08,08-02,G009413E62360N,353714,611,2003-08-09,9.412593916234286,62.360022,32,0.154023538409891,0,0,0,9,Storbrean,1,9.416012735230815,62.360944248174654,1724.5114,1847.7312,1774.9019,1777.2014,18.01642,70.876625,3,COPDEM30,418,Storbrean,87075.69513888373,87.07569513888373,Storbrean,62.360022,9.412593916234286
SN490387067,300 KV BLÅFALLI – MAURANGER-67,60.06502,6.04221,Norge,RGI2000-v7.0-G-08-03008,08,08-02,G006261E60022N,352192,611,2002-09-13,6.252888088155588,60.024694,32,3.445110520772345,0,0,0,9,,1,6.23545114996166,60.03209074396038,1058.1682,1607.2366,1492.8643,1473.9016,8.915645,300.5035171508789,8,COPDEM30,3169,RGI2000-v7.0-G-08-03008,12602.543867228644,12.602543867228643,RGI2000-v7.0-G-08-03008,60.024694,6.252888088155588
SN810,TUFSINGDAL - MIDTDAL,62.2776,11.732,Norge,RGI2000-v7.0-G-08-03410,08,08-03,G012439E62912N,1012458,812,2002-08-23,12.439422059898478,62.9123245,33,0.480973812907736,0,0,0,9,Helagsglaciaeren,0,12.43646693000619,62.91066739227106,1347.2217,1634.9697,1491.0886,1493.1182,25.445248,278.76747131347656,7,COPDEM30,757,Helagsglaciaeren,79521.57026626401,79.521570266264,Helagsglaciaeren,62.9123245,12.439422059898478
SN55520,FV55 INDRE HAFSLO,61.345,7.26233,Norge,RGI2000-v7.0-G-08-02187,08,08-02,G007128E61464N,352749,611,2006-09-16,7.129072682758622,61.463499,32,0.126813303550558,0,0,0,9,,1,7.134772882207268,61.46210445007799,1274.2534,1445.4626,1365.8455,1363.0114,23.673714,70.46209,3,COPDEM30,595,RGI2000-v7.0-G-08-02187,15027.296848587423,15.027296848587422,RGI2000-v7.0-G-08-02187,61.463499,7.129072682758622
SN76918,EKOFISK - METBØYE B,56.56816,3.20424,Norge,RGI2000-v7.0-G-08-03047,08,08-02,G006856E59527N,352487,611,2003-08-09,6.856760490326986,59.526589,32,0.050550452403332,0,0,0,9,,1,6.855947098715404,59.527840948860856,1339.1227,1444.9357,1389.3593,1388.442,24.834578,7.7144423,1,COPDEM30,324,RGI2000-v7.0-G-08-03047,395257.1069822617,395.2571069822617,RGI2000-v7.0-G-08-03047,59.526589,6.856760490326986
SN60670,FV650 LIABYGDA,62.3285,7.06633,Norge,RGI2000-v7.0-G-08-02767,08,08-02,G007198E62350N,352808,611,2006-09-16,7.1960795,62.349839,32,0.074791685784479,0,0,0,9,,1,7.199342895833012,62.35050844284868,1159.335,1338.7401,1244.2957,1243.238,31.820303,19.26357,1,COPDEM30,475,RGI2000-v7.0-G-08-02767,7142.814938475575,7.142814938475575,RGI2000-v7.0-G-08-02767,62.349839,7.1960795
SN63595,RV70 GRÅURA,62.58183,9.21367,Norge,RGI2000-v7.0-G-08-02653,08,08-02,G009238E62621N,353700,611,2003-08-09,9.237879850763498,62.621352,32,0.027922055937162,0,0,0,9,,1,9.23933385187301,62.6204070002535,1380.1106,1468.7678,1424.377,1424.0659,28.644226,99.45287,3,COPDEM30,249,RGI2000-v7.0-G-08-02653,4580.169543011694,4.580169543011694,RGI2000-v7.0-G-08-02653,62.621352,9.237879850763498
SN90250,E6 HEIA,69.14483,19.05033,Norge,RGI2000-v7.0-G-08-01817,08,08-01,G018892E69199N,354849,611,2001-08-20,18.893849425477363,69.1995435,34,0.143120137626506,0,0,0,9,,1,18.90112417802241,69.19910945571081,895.5454,1201.7291,1021.7008,1021.6213,29.577442,96.43415,3,COPDEM30,620,RGI2000-v7.0-G-08-01817,8707.647328319808,8.707647328319808,RGI2000-v7.0-G-08-01817,69.1995435,18.893849425477363
SN76954,GJØAFELTET,61.3322,3.897,Norge,RGI2000-v7.0-G-08-03048,08,08-02,G005522E61426N,352151,611,2006-09-16,5.522560829784152,61.426362,32,0.223874813935249,0,0,0,9,BlÃ¥fonna,1,5.525779737713272,61.42839638740723,780.23816,1002.86414,904.7407,898.7728,20.91374,28.111998,2,COPDEM30,632,BlÃ¥fonna,87821.44742483943,87.82144742483942,BlÃ¥fonna,61.426362,5.522560829784152
SN242610,FREDRIKSBERG,60.1418,14.2145,Sverige,RGI2000-v7.0-G-08-03410,08,08-03,G012439E62912N,1012458,812,2002-08-23,12.439422059898478,62.9123245,33,0.480973812907736,0,0,0,9,Helagsglaciaeren,0,12.43646693000619,62.91066739227106,1347.2217,1634.9697,1491.0886,1493.1182,25.445248,278.76747131347656,7,COPDEM30,757,Helagsglaciaeren,322736.8968648298,322.7368968648298,Helagsglaciaeren,62.9123245,12.439422059898478
SN76927,OSEBERG A,60.4913,2.8257,Norge,RGI2000-v7.0-G-08-03048,08,08-02,G005522E61426N,352151,611,2006-09-16,5.522560829784152,61.426362,32,0.223874813935249,0,0,0,9,BlÃ¥fonna,1,5.525779737713272,61.42839638740723,780.23816,1002.86414,904.7407,898.7728,20.91374,28.111998,2,COPDEM30,632,BlÃ¥fonna,180118.86643355398,180.118866433554,BlÃ¥fonna,61.426362,5.522560829784152
SN34580,DRANGEDAL-REFSDALSKILEN,59.0767,9.0687,Norge,RGI2000-v7.0-G-08-03090,08,08-03,G007142E59754N,352762,611,2003-08-09,7.142340720834902,59.7540665,32,0.064825985754356,0,0,0,9,,1,7.143595685033784,59.755503916776455,1400.4125,1551.1473,1457.2755,1459.0273,23.19011,51.510685,2,COPDEM30,413,RGI2000-v7.0-G-08-03090,133073.7782921152,133.0737782921152,RGI2000-v7.0-G-08-03090,59.7540665,7.142340720834902
SN76245,FV17 VÅG,65.27017,12.14567,Norge,RGI2000-v7.0-G-08-01801,08,08-01,G012974E65259N,353716,611,1999-09-07,12.971823889215685,65.2595295,33,0.111258302812112,0,0,0,9,,1,12.969950813351646,65.26130337461994,884.65204,1009.1267,947.3788,943.3174,20.930056,4.4472733,1,COPDEM30,514,RGI2000-v7.0-G-08-01801,38596.650417064746,38.596650417064744,RGI2000-v7.0-G-08-01801,65.2595295,12.971823889215685
SN26864,DRAMMEN SYKEHUS,59.7497,10.195,Norge,RGI2000-v7.0-G-08-03130,08,08-03,G008038E60563N,353310,611,2003-08-09,8.037972559479552,60.5624185,32,0.078350802950167,0,0,0,9,,1,8.040392942147328,60.56382039579256,1661.2982,1743.1566,1694.3219,1697.331,12.820272,88.32107,3,COPDEM30,594,RGI2000-v7.0-G-08-03130,150290.80950788516,150.29080950788517,RGI2000-v7.0-G-08-03130,60.5624185,8.037972559479552
SN55260,FV55 HERVAVATN,61.54817,7.87017,Norge,RGI2000-v7.0-G-08-02106,08,08-02,G007891E61531N,353243,611,2006-09-16,7.890294092936804,61.531453,32,0.139595410566019,0,0,0,9,,1,7.887969735923624,61.53334492295135,1465.1006,1667.528,1567.2737,1567.1355,31.698067,19.79196,1,COPDEM30,585,RGI2000-v7.0-G-08-02106,2151.402824338274,2.151402824338274,RGI2000-v7.0-G-08-02106,61.531453,7.890294092936804
SN19830,FV289 HURUM,59.548,10.49217,Norge,RGI2000-v7.0-G-08-03130,08,08-03,G008038E60563N,353310,611,2003-08-09,8.037972559479552,60.5624185,32,0.078350802950167,0,0,0,9,,1,8.040392942147328,60.56382039579256,1661.2982,1743.1566,1694.3219,1697.331,12.820272,88.32107,3,COPDEM30,594,RGI2000-v7.0-G-08-03130,177514.77163725515,177.51477163725514,RGI2000-v7.0-G-08-03130,60.5624185,8.037972559479552
SN44485,E39 SØYLAND,58.6833,5.9877,Norge,RGI2000-v7.0-G-08-03047,08,08-02,G006856E59527N,352487,611,2003-08-09,6.856760490326986,59.526589,32,0.050550452403332,0,0,0,9,,1,6.855947098715404,59.527840948860856,1339.1227,1444.9357,1389.3593,1388.442,24.834578,7.7144423,1,COPDEM30,324,RGI2000-v7.0-G-08-03047,106592.19175081106,106.59219175081107,RGI2000-v7.0-G-08-03047,59.526589,6.856760490326986
SN76936,SNORRE B,61.525,2.2097,Norge,RGI2000-v7.0-G-08-01833,08,08-02,G005326E61729N,352140,611,2006-09-16,5.326653380361178,61.728995,32,0.02919808048422,0,0,0,9,,1,5.327497046220098,61.729416499696384,767.1568,821.47266,794.871,794.2878,23.765415,37.843884,2,COPDEM30,131,RGI2000-v7.0-G-08-01833,167513.66917408584,167.51366917408583,RGI2000-v7.0-G-08-01833,61.728995,5.326653380361178
